 --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
|            Encoder statistics. This file is generated during first encoding session, new sessions will be appended                                                                                                                                                                                                                                                                                                                                                              |
 --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
|     ver     | Date  | Time  |    Sequence                  |Frm | QP |P/MbInt|   Bits   |  SNRY  |  SNRU  |  SNRV  |  I4  |  I8  | I16  | IC0  | IC1  | IC2  | IC3  | PI4  | PI8  | PI16 |  P0  |  P1  |  P2  |  P3  | P1*4*| P1*8*| P2*4*| P2*8*| P3*4*| P3*8*|  P8  | P8:4 | P4*4*| P4*8*| P8:5 | P8:6 | P8:7 | BI4  | BI8  | BI16 |  B0  |  B1  |  B2  |  B3  | B0*4*| B0*8*| B1*4*| B1*8*| B2*4*| B2*8*| B3*4*| B3*8*|  B8  | B8:0 |B80*4*|B80*8*| B8:4 | B4*4*| B4*8*| B8:5 | B8:6 | B8:7 |
|18.1/(FRExt)| 04/22 | 11:54 |              depth_ballet.yuv| 10 | 22 |  0/0  |     93408| 49.8127| 101.0668| 58.3349|     0|     0|     0|  1527|    24|     1|     0|   394|     0|  1158|     0|  1108|   122|    73|    91|     0|    49|     0|    35|     0|   217|   517|   517|     0|   119|   149|    83|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 11:55 |              depth_ballet.yuv| 11 | 22 |  0/0  |     86192| 49.7677| 101.0668| 58.5529|     0|     0|     0|  1511|    14|     5|     0|   384|     0|  1146|     0|  1117|   136|    76|    76|     0|    37|     0|    33|     0|   213|   493|   493|     0|   126|   166|    67|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 11:56 |              depth_ballet.yuv| 12 | 22 |  0/0  |     86816| 49.8012| 101.0668| 58.3857|     0|     0|     0|  1421|     5|     3|     1|   402|     0|  1028|     0|  1245|   136|    58|    76|     0|    53|     0|    16|     0|   203|   475|   475|     0|   107|   172|    58|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 11:58 |              depth_ballet.yuv| 13 | 22 |  0/0  |     87168| 49.7943| 101.0668| 58.3654|     0|     0|     0|  1579|    11|     7|     0|   375|     0|  1222|     0|  1107|   110|    55|    85|     0|    35|     0|    14|     0|   203|   478|   478|     0|   103|   132|    99|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 11:59 |              depth_ballet.yuv| 14 | 22 |  0/0  |     89512| 49.9376| 101.0668| 58.5502|     0|     0|     0|  1388|    10|     1|     0|   384|     0|  1015|     0|  1252|   132|    76|    72|     0|    41|     0|    28|     0|   213|   500|   500|     0|   132|   154|    66|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 12:01 |              depth_ballet.yuv| 15 | 22 |  0/0  |     88328| 49.8854| 101.0668| 58.4300|     0|     0|     0|  1432|    23|     3|     0|   432|     0|  1026|     0|  1206|   104|    87|    71|     0|    41|     0|    38|     0|   217|   520|   520|     0|   115|   158|    75|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 12:02 |              depth_ballet.yuv| 16 | 22 |  0/0  |     89560| 49.6811| 101.0668| 58.1926|     0|     0|     0|  1426|    18|     4|     0|   314|     0|  1134|     0|  1238|   114|    60|    89|     0|    43|     0|    34|     0|   212|   522|   522|     0|   104|   145|    77|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 12:03 |              depth_ballet.yuv| 17 | 22 |  0/0  |     95368| 50.0173| 101.0668| 58.3684|     0|     0|     0|  1390|    13|     8|     1|   363|     0|  1049|     0|  1262|   131|    58|   104|     0|    35|     0|    25|     0|   209|   474|   474|     0|   105|   166|    91|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 12:05 |              depth_ballet.yuv| 18 | 22 |  0/0  |     94888| 49.6305| 101.0668| 58.0872|     0|     0|     0|  1551|    20|     2|     0|   384|     0|  1189|     0|  1143|   106|    64|    79|     0|    48|     0|    21|     0|   186|   446|   446|     0|   101|   134|    63|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 12:06 |              depth_ballet.yuv| 19 | 22 |  0/0  |     99584| 49.5183| 101.0668| 58.0717|     0|     0|     0|  1563|    16|     9|     1|   420|     0|  1169|     0|  1105|   105|    72|    74|     0|    37|     0|    32|     0|   201|   479|   479|     0|    84|   157|    84|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
 --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
|     ver     | Date  | Time  |    Sequence                  |Frm | QP |P/MbInt|   Bits   |  SNRY  |  SNRU  |  SNRV  |  I4  |  I8  | I16  | IC0  | IC1  | IC2  | IC3  | PI4  | PI8  | PI16 |  P0  |  P1  |  P2  |  P3  | P1*4*| P1*8*| P2*4*| P2*8*| P3*4*| P3*8*|  P8  | P8:4 | P4*4*| P4*8*| P8:5 | P8:6 | P8:7 | BI4  | BI8  | BI16 |  B0  |  B1  |  B2  |  B3  | B0*4*| B0*8*| B1*4*| B1*8*| B2*4*| B2*8*| B3*4*| B3*8*|  B8  | B8:0 |B80*4*|B80*8*| B8:4 | B4*4*| B4*8*| B8:5 | B8:6 | B8:7 |
 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|18.1/(FRExt)| 04/22 | 20:50 |              depth_ballet.yuv|  0 | 22 |  0/0  |    126984| 48.8588| 101.0668| 58.3533|   842|     0|  2230|  2995|    56|    20|     1|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|     ver     | Date  | Time  |    Sequence                  |Frm | QP |P/MbInt|   Bits   |  SNRY  |  SNRU  |  SNRV  |  I4  |  I8  | I16  | IC0  | IC1  | IC2  | IC3  | PI4  | PI8  | PI16 |  P0  |  P1  |  P2  |  P3  | P1*4*| P1*8*| P2*4*| P2*8*| P3*4*| P3*8*|  P8  | P8:4 | P4*4*| P4*8*| P8:5 | P8:6 | P8:7 | BI4  | BI8  | BI16 |  B0  |  B1  |  B2  |  B3  | B0*4*| B0*8*| B1*4*| B1*8*| B2*4*| B2*8*| B3*4*| B3*8*|  B8  | B8:0 |B80*4*|B80*8*| B8:4 | B4*4*| B4*8*| B8:5 | B8:6 | B8:7 |
 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|18.1/(FRExt)| 04/22 | 20:54 |              depth_ballet.yuv|  0 | 22 |  0/0  |    126984| 48.8588| 101.0668| 58.3533|   842|     0|  2230|  2995|    56|    20|     1|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 20:55 |              depth_ballet.yuv|  1 | 22 |  0/0  |     97880| 48.9055| 101.0668| 57.9612|     0|     0|     0|  1953|    39|    13|     0|   515|     0|  1490|     0|   835|    60|    21|    68|     0|    19|     0|    12|     0|   151|   313|   313|     0|    75|   148|    68|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 20:55 |              depth_ballet.yuv|  2 | 22 |  0/0  |     98672| 49.2965| 101.0668| 57.9677|     0|     0|     0|  1717|    31|    14|     0|   482|     0|  1280|     0|  1013|    80|    56|    76|     0|    30|     0|    23|     0|   161|   343|   343|     0|    85|   142|    74|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|     ver     | Date  | Time  |    Sequence                  |Frm | QP |P/MbInt|   Bits   |  SNRY  |  SNRU  |  SNRV  |  I4  |  I8  | I16  | IC0  | IC1  | IC2  | IC3  | PI4  | PI8  | PI16 |  P0  |  P1  |  P2  |  P3  | P1*4*| P1*8*| P2*4*| P2*8*| P3*4*| P3*8*|  P8  | P8:4 | P4*4*| P4*8*| P8:5 | P8:6 | P8:7 | BI4  | BI8  | BI16 |  B0  |  B1  |  B2  |  B3  | B0*4*| B0*8*| B1*4*| B1*8*| B2*4*| B2*8*| B3*4*| B3*8*|  B8  | B8:0 |B80*4*|B80*8*| B8:4 | B4*4*| B4*8*| B8:5 | B8:6 | B8:7 |
 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|18.1/(FRExt)| 04/22 | 20:56 |              depth_ballet.yuv|  0 | 22 |  0/0  |    126984| 48.8588| 101.0668| 58.3533|   842|     0|  2230|  2995|    56|    20|     1|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 20:57 |              depth_ballet.yuv|  1 | 22 |  0/0  |     97880| 48.9055| 101.0668| 57.9612|     0|     0|     0|  1953|    39|    13|     0|   515|     0|  1490|     0|   835|    60|    21|    68|     0|    19|     0|    12|     0|   151|   313|   313|     0|    75|   148|    68|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 20:57 |              depth_ballet.yuv|  2 | 22 |  0/0  |     98672| 49.2965| 101.0668| 57.9677|     0|     0|     0|  1717|    31|    14|     0|   482|     0|  1280|     0|  1013|    80|    56|    76|     0|    30|     0|    23|     0|   161|   343|   343|     0|    85|   142|    74|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 20:58 |              depth_ballet.yuv|  3 | 22 |  0/0  |     96024| 49.3726| 101.0668| 58.0172|     0|     0|     0|  1674|    23|    13|     1|   462|     0|  1249|     0|  1000|   127|    69|    83|     0|    42|     0|    25|     0|   165|   354|   354|     0|   119|   114|    73|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:00 |              depth_ballet.yuv|  4 | 22 |  0/0  |     98080| 49.3084| 101.0668| 57.9750|     0|     0|     0|  1572|    20|    14|     0|   409|     0|  1197|     0|  1096|   128|    74|    97|     0|    42|     0|    39|     0|   168|   390|   390|     0|    98|   116|    68|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:01 |              depth_ballet.yuv|  5 | 22 |  0/0  |    102168| 49.3948| 101.0668| 58.0929|     0|     0|     0|  1545|    25|     6|     0|   439|     0|  1137|     0|  1101|   131|    66|    91|     0|    43|     0|    29|     0|   198|   442|   442|     0|    99|   169|    82|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:02 |              depth_ballet.yuv|  6 | 22 |  0/0  |    106248| 49.4069| 101.0668| 58.0167|     0|     0|     0|  1617|    14|    10|     1|   438|     0|  1204|     0|  1030|   151|    67|    76|     0|    47|     0|    29|     0|   182|   397|   397|     0|   113|   146|    72|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:04 |              depth_ballet.yuv|  7 | 22 |  0/0  |    106968| 49.3536| 101.0668| 58.0890|     0|     0|     0|  1655|    19|     6|     1|   458|     0|  1223|     0|  1038|   100|    62|    99|     0|    33|     0|    27|     0|   191|   461|   461|     0|    94|   134|    75|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:05 |              depth_ballet.yuv|  8 | 22 |  0/0  |    100672| 49.0758| 101.0668| 58.2429|     0|     0|     0|  1677|    36|     6|     0|   488|     0|  1231|     0|   977|   121|    70|    86|     0|    44|     0|    31|     0|   185|   419|   419|     0|    92|   169|    60|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:07 |              depth_ballet.yuv|  9 | 22 |  0/0  |     97720| 49.7129| 101.0668| 58.5439|     0|     0|     0|  1621|    28|     5|     0|   474|     0|  1180|     0|  1036|   128|    66|    75|     0|    43|     0|    32|     0|   188|   457|   457|     0|    85|   143|    67|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:08 |              depth_ballet.yuv| 10 | 22 |  0/0  |     93408| 49.8127| 101.0668| 58.3349|     0|     0|     0|  1527|    24|     1|     0|   394|     0|  1158|     0|  1108|   122|    73|    91|     0|    49|     0|    35|     0|   217|   517|   517|     0|   119|   149|    83|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:09 |              depth_ballet.yuv| 11 | 22 |  0/0  |     86192| 49.7677| 101.0668| 58.5529|     0|     0|     0|  1511|    14|     5|     0|   384|     0|  1146|     0|  1117|   136|    76|    76|     0|    37|     0|    33|     0|   213|   493|   493|     0|   126|   166|    67|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:11 |              depth_ballet.yuv| 12 | 22 |  0/0  |     86816| 49.8012| 101.0668| 58.3857|     0|     0|     0|  1421|     5|     3|     1|   402|     0|  1028|     0|  1245|   136|    58|    76|     0|    53|     0|    16|     0|   203|   475|   475|     0|   107|   172|    58|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:12 |              depth_ballet.yuv| 13 | 22 |  0/0  |     87168| 49.7943| 101.0668| 58.3654|     0|     0|     0|  1579|    11|     7|     0|   375|     0|  1222|     0|  1107|   110|    55|    85|     0|    35|     0|    14|     0|   203|   478|   478|     0|   103|   132|    99|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:14 |              depth_ballet.yuv| 14 | 22 |  0/0  |     89512| 49.9376| 101.0668| 58.5502|     0|     0|     0|  1388|    10|     1|     0|   384|     0|  1015|     0|  1252|   132|    76|    72|     0|    41|     0|    28|     0|   213|   500|   500|     0|   132|   154|    66|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:15 |              depth_ballet.yuv| 15 | 22 |  0/0  |     88328| 49.8854| 101.0668| 58.4300|     0|     0|     0|  1432|    23|     3|     0|   432|     0|  1026|     0|  1206|   104|    87|    71|     0|    41|     0|    38|     0|   217|   520|   520|     0|   115|   158|    75|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:16 |              depth_ballet.yuv| 16 | 22 |  0/0  |     89560| 49.6811| 101.0668| 58.1926|     0|     0|     0|  1426|    18|     4|     0|   314|     0|  1134|     0|  1238|   114|    60|    89|     0|    43|     0|    34|     0|   212|   522|   522|     0|   104|   145|    77|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:18 |              depth_ballet.yuv| 17 | 22 |  0/0  |     95368| 50.0173| 101.0668| 58.3684|     0|     0|     0|  1390|    13|     8|     1|   363|     0|  1049|     0|  1262|   131|    58|   104|     0|    35|     0|    25|     0|   209|   474|   474|     0|   105|   166|    91|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:19 |              depth_ballet.yuv| 18 | 22 |  0/0  |     94888| 49.6305| 101.0668| 58.0872|     0|     0|     0|  1551|    20|     2|     0|   384|     0|  1189|     0|  1143|   106|    64|    79|     0|    48|     0|    21|     0|   186|   446|   446|     0|   101|   134|    63|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|18.1/(FRExt)| 04/22 | 21:21 |              depth_ballet.yuv| 19 | 22 |  0/0  |     99584| 49.5183| 101.0668| 58.0717|     0|     0|     0|  1563|    16|     9|     1|   420|     0|  1169|     0|  1105|   105|    72|    74|     0|    37|     0|    32|     0|   201|   479|   479|     0|    84|   157|    84|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
 --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
|     ver     | Date  | Time  |    Sequence                  |Frm | QP |P/MbInt|   Bits   |  SNRY  |  SNRU  |  SNRV  |  I4  |  I8  | I16  | IC0  | IC1  | IC2  | IC3  | PI4  | PI8  | PI16 |  P0  |  P1  |  P2  |  P3  | P1*4*| P1*8*| P2*4*| P2*8*| P3*4*| P3*8*|  P8  | P8:4 | P4*4*| P4*8*| P8:5 | P8:6 | P8:7 | BI4  | BI8  | BI16 |  B0  |  B1  |  B2  |  B3  | B0*4*| B0*8*| B1*4*| B1*8*| B2*4*| B2*8*| B3*4*| B3*8*|  B8  | B8:0 |B80*4*|B80*8*| B8:4 | B4*4*| B4*8*| B8:5 | B8:6 | B8:7 |
 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|18.1/(FRExt)| 04/22 | 21:38 |              depth_ballet.yuv|  0 | 22 |  0/0  |    126984| 48.8588| 101.0668| 58.3533|   842|     0|  2230|  2995|    56|    20|     1|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|     ver     | Date  | Time  |    Sequence                  |Frm | QP |P/MbInt|   Bits   |  SNRY  |  SNRU  |  SNRV  |  I4  |  I8  | I16  | IC0  | IC1  | IC2  | IC3  | PI4  | PI8  | PI16 |  P0  |  P1  |  P2  |  P3  | P1*4*| P1*8*| P2*4*| P2*8*| P3*4*| P3*8*|  P8  | P8:4 | P4*4*| P4*8*| P8:5 | P8:6 | P8:7 | BI4  | BI8  | BI16 |  B0  |  B1  |  B2  |  B3  | B0*4*| B0*8*| B1*4*| B1*8*| B2*4*| B2*8*| B3*4*| B3*8*|  B8  | B8:0 |B80*4*|B80*8*| B8:4 | B4*4*| B4*8*| B8:5 | B8:6 | B8:7 |
